#category	term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
DISEASES	DOID:863	Nervous system disease	6	2275	0.64	0.0469	9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000348089,9606.ENSP00000363822,9606.ENSP00000418915	TP53,NTRK2,ATM,ERCC6,AR,CDKN2A
DISEASES	DOID:0050177	Monogenic disease	7	3266	0.55	0.0494	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000348089,9606.ENSP00000363822,9606.ENSP00000418915	MSH2,APC,TP53,ATM,ERCC6,AR,CDKN2A
TISSUES	BTO:0001271	Leukemia cell	7	1067	1.03	0.0021	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000325120,9606.ENSP00000362649,9606.ENSP00000398880	MSH2,APC,TP53,ATM,PGR,HDAC1,CDK12
TISSUES	BTO:0000458	WI-38 cell	2	2	3.22	0.0025	9606.ENSP00000269305,9606.ENSP00000418915	TP53,CDKN2A
TISSUES	BTO:0005257	Oropharynx	2	2	3.22	0.0025	9606.ENSP00000269305,9606.ENSP00000418915	TP53,CDKN2A
TISSUES	BTO:0001321	LNCaP cell	2	6	2.74	0.0035	9606.ENSP00000269305,9606.ENSP00000363822	TP53,AR
TISSUES	BTO:0001332	DU-145 cell	2	5	2.82	0.0035	9606.ENSP00000269305,9606.ENSP00000363822	TP53,AR
TISSUES	BTO:0001938	U2-OS cell	2	5	2.82	0.0035	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
TISSUES	BTO:0000453	Fibroblast cell line	3	75	1.82	0.0036	9606.ENSP00000269305,9606.ENSP00000363822,9606.ENSP00000418915	TP53,AR,CDKN2A
TISSUES	BTO:0000669	Embryonic cell line	3	73	1.83	0.0036	9606.ENSP00000269305,9606.ENSP00000363822,9606.ENSP00000418915	TP53,AR,CDKN2A
TISSUES	BTO:0001130	Prostate gland cancer cell	2	7	2.67	0.0036	9606.ENSP00000269305,9606.ENSP00000363822	TP53,AR
TISSUES	BTO:0000815	MDA-MB-231 cell	2	9	2.56	0.0041	9606.ENSP00000269305,9606.ENSP00000325120	TP53,PGR
TISSUES	BTO:0000093	MCF-7 cell	2	11	2.47	0.0053	9606.ENSP00000269305,9606.ENSP00000325120	TP53,PGR
TISSUES	BTO:0000167	Adenocarcinoma cell line	3	107	1.66	0.0067	9606.ENSP00000269305,9606.ENSP00000325120,9606.ENSP00000363822	TP53,PGR,AR
TISSUES	BTO:0001033	Prostate cancer cell line	3	108	1.66	0.0067	9606.ENSP00000269305,9606.ENSP00000362649,9606.ENSP00000363822	TP53,HDAC1,AR
TISSUES	BTO:0000744	Lymphocytic leukemia cell	4	419	1.2	0.0105	9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000362649,9606.ENSP00000398880	APC,TP53,HDAC1,CDK12
TISSUES	BTO:0001090	Mouth	4	532	1.09	0.0217	9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000363822,9606.ENSP00000418915	TP53,NTRK2,AR,CDKN2A
TISSUES	BTO:0001541	Pronephros	3	219	1.35	0.0258	9606.ENSP00000233146,9606.ENSP00000269305,9606.ENSP00000278616	MSH2,TP53,ATM
TISSUES	BTO:0000452	Fibroblast	3	224	1.34	0.0266	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000363822	TP53,ATM,AR
TISSUES	BTO:0000089	Blood	6	1824	0.73	0.0290	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000362649,9606.ENSP00000363822	MSH2,APC,TP53,ATM,HDAC1,AR
TISSUES	BTO:0000570	Hematopoietic system	7	2755	0.62	0.0340	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000362649,9606.ENSP00000363822,9606.ENSP00000418915	MSH2,APC,TP53,ATM,HDAC1,AR,CDKN2A
TISSUES	BTO:0001488	Endocrine gland	10	6403	0.41	0.0340	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000325120,9606.ENSP00000348089,9606.ENSP00000362649,9606.ENSP00000363822,9606.ENSP00000386593,9606.ENSP00000398880	MSH2,APC,TP53,ATM,PGR,ERCC6,HDAC1,AR,PBRM1,CDK12
TISSUES	BTO:0000416	Epithelium	4	697	0.97	0.0459	9606.ENSP00000269305,9606.ENSP00000325120,9606.ENSP00000363822,9606.ENSP00000418915	TP53,PGR,AR,CDKN2A
COMPARTMENTS	GOCC:0005654	Nucleoplasm	10	1146	1.16	6.32e-08	9606.ENSP00000233146,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000325120,9606.ENSP00000348089,9606.ENSP00000362649,9606.ENSP00000363822,9606.ENSP00000386593,9606.ENSP00000398880,9606.ENSP00000418915	MSH2,TP53,ATM,PGR,ERCC6,HDAC1,AR,PBRM1,CDK12,CDKN2A
COMPARTMENTS	GOCC:1902494	Catalytic complex	9	1710	0.94	3.79e-05	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000348089,9606.ENSP00000362649,9606.ENSP00000386593,9606.ENSP00000398880,9606.ENSP00000418915	MSH2,APC,TP53,ATM,ERCC6,HDAC1,PBRM1,CDK12,CDKN2A
COMPARTMENTS	GOCC:0000785	Chromatin	6	476	1.32	9.72e-05	9606.ENSP00000269305,9606.ENSP00000348089,9606.ENSP00000362649,9606.ENSP00000363822,9606.ENSP00000386593,9606.ENSP00000418915	TP53,ERCC6,HDAC1,AR,PBRM1,CDKN2A
COMPARTMENTS	GOCC:0005694	Chromosome	7	951	1.08	0.00012	9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000348089,9606.ENSP00000362649,9606.ENSP00000363822,9606.ENSP00000386593,9606.ENSP00000418915	APC,TP53,ERCC6,HDAC1,AR,PBRM1,CDKN2A
COMPARTMENTS	GOCC:1904949	ATPase complex	4	120	1.74	0.00018	9606.ENSP00000233146,9606.ENSP00000348089,9606.ENSP00000362649,9606.ENSP00000386593	MSH2,ERCC6,HDAC1,PBRM1
COMPARTMENTS	GOCC:0005634	Nucleus	11	4787	0.58	0.00038	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000325120,9606.ENSP00000348089,9606.ENSP00000362649,9606.ENSP00000363822,9606.ENSP00000386593,9606.ENSP00000398880,9606.ENSP00000418915	MSH2,APC,TP53,ATM,PGR,ERCC6,HDAC1,AR,PBRM1,CDK12,CDKN2A
COMPARTMENTS	GOCC:0009341	Beta-galactosidase complex	2	3	3.04	0.00071	9606.ENSP00000269305,9606.ENSP00000418915	TP53,CDKN2A
COMPARTMENTS	GOCC:0032991	Protein-containing complex	11	5325	0.53	0.00098	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000348089,9606.ENSP00000362649,9606.ENSP00000363822,9606.ENSP00000386593,9606.ENSP00000398880,9606.ENSP00000418915	MSH2,APC,TP53,NTRK2,ATM,ERCC6,HDAC1,AR,PBRM1,CDK12,CDKN2A
COMPARTMENTS	GOCC:0070603	SWI/SNF superfamily-type complex	3	95	1.71	0.0045	9606.ENSP00000348089,9606.ENSP00000362649,9606.ENSP00000386593	ERCC6,HDAC1,PBRM1
COMPARTMENTS	GOCC:0043227	Membrane-bounded organelle	12	9083	0.34	0.0152	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000325120,9606.ENSP00000348089,9606.ENSP00000362649,9606.ENSP00000363822,9606.ENSP00000386593,9606.ENSP00000398880,9606.ENSP00000418915	MSH2,APC,TP53,NTRK2,ATM,PGR,ERCC6,HDAC1,AR,PBRM1,CDK12,CDKN2A
COMPARTMENTS	GOCC:0043229	Intracellular organelle	12	9609	0.31	0.0255	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000325120,9606.ENSP00000348089,9606.ENSP00000362649,9606.ENSP00000363822,9606.ENSP00000386593,9606.ENSP00000398880,9606.ENSP00000418915	MSH2,APC,TP53,NTRK2,ATM,PGR,ERCC6,HDAC1,AR,PBRM1,CDK12,CDKN2A
COMPARTMENTS	GOCC:0043232	Intracellular non-membrane-bounded organelle	8	3309	0.6	0.0255	9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000348089,9606.ENSP00000362649,9606.ENSP00000363822,9606.ENSP00000386593,9606.ENSP00000418915	APC,TP53,ATM,ERCC6,HDAC1,AR,PBRM1,CDKN2A
COMPARTMENTS	GOCC:0005730	Nucleolus	4	606	1.03	0.0447	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000348089,9606.ENSP00000418915	TP53,ATM,ERCC6,CDKN2A
UniProt Keywords	KW-0043	Tumor suppressor	6	177	1.75	3.50e-07	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000386593,9606.ENSP00000418915	MSH2,APC,TP53,ATM,PBRM1,CDKN2A
UniProt Keywords	KW-0832	Ubl conjugation	10	2399	0.84	1.28e-05	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000325120,9606.ENSP00000348089,9606.ENSP00000362649,9606.ENSP00000363822,9606.ENSP00000386593,9606.ENSP00000398880	MSH2,APC,TP53,NTRK2,PGR,ERCC6,HDAC1,AR,PBRM1,CDK12
UniProt Keywords	KW-1017	Isopeptide bond	8	1717	0.88	0.00027	9606.ENSP00000233146,9606.ENSP00000269305,9606.ENSP00000325120,9606.ENSP00000348089,9606.ENSP00000362649,9606.ENSP00000363822,9606.ENSP00000386593,9606.ENSP00000398880	MSH2,TP53,PGR,ERCC6,HDAC1,AR,PBRM1,CDK12
UniProt Keywords	KW-0435	Li-Fraumeni syndrome	2	3	3.04	0.00057	9606.ENSP00000269305,9606.ENSP00000418915	TP53,CDKN2A
UniProt Keywords	KW-0597	Phosphoprotein	12	8122	0.38	0.0033	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000325120,9606.ENSP00000348089,9606.ENSP00000362649,9606.ENSP00000363822,9606.ENSP00000386593,9606.ENSP00000398880,9606.ENSP00000418915	MSH2,APC,TP53,NTRK2,ATM,PGR,ERCC6,HDAC1,AR,PBRM1,CDK12,CDKN2A
UniProt Keywords	KW-0877	Alternative promoter usage	3	95	1.71	0.0033	9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000325120	APC,TP53,PGR
UniProt Keywords	KW-0238	DNA-binding	7	1971	0.77	0.0049	9606.ENSP00000233146,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000325120,9606.ENSP00000348089,9606.ENSP00000363822,9606.ENSP00000386593	MSH2,TP53,ATM,PGR,ERCC6,AR,PBRM1
UniProt Keywords	KW-0539	Nucleus	10	5278	0.49	0.0054	9606.ENSP00000233146,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000325120,9606.ENSP00000348089,9606.ENSP00000362649,9606.ENSP00000363822,9606.ENSP00000386593,9606.ENSP00000398880,9606.ENSP00000418915	MSH2,TP53,ATM,PGR,ERCC6,HDAC1,AR,PBRM1,CDK12,CDKN2A
UniProt Keywords	KW-0754	Steroid-binding	2	18	2.26	0.0054	9606.ENSP00000325120,9606.ENSP00000363822	PGR,AR
