#category	term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO Process	GO:0006281	DNA repair	7	497	1.4	3.25e-05	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000373952,9606.ENSP00000386759,9606.ENSP00000418960,9606.ENSP00000491742,9606.ENSP00000498881	TP53,ATM,FANCA,SETD2,BRCA1,BIVM-ERCC5,ERCC5
DISEASES	DOID:263	Kidney cancer	3	51	2.02	0.00063	9606.ENSP00000269305,9606.ENSP00000368370,9606.ENSP00000386759	TP53,WT1,SETD2
DISEASES	DOID:4	Disease	11	6291	0.5	0.00068	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000360141,9606.ENSP00000361107,9606.ENSP00000368370,9606.ENSP00000373952,9606.ENSP00000382423,9606.ENSP00000386759,9606.ENSP00000418960,9606.ENSP00000491742,9606.ENSP00000498881	TP53,ATM,GNAS,BMPR1A,WT1,FANCA,MAP3K1,SETD2,BRCA1,BIVM-ERCC5,ERCC5
DISEASES	DOID:12704	Ataxia telangiectasia	2	5	2.86	0.0010	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
DISEASES	DOID:3008	Invasive ductal carcinoma	2	5	2.86	0.0010	9606.ENSP00000269305,9606.ENSP00000418960	TP53,BRCA1
DISEASES	DOID:7	Disease of anatomical entity	10	4798	0.57	0.0010	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000360141,9606.ENSP00000361107,9606.ENSP00000368370,9606.ENSP00000373952,9606.ENSP00000382423,9606.ENSP00000386759,9606.ENSP00000418960,9606.ENSP00000498881	TP53,ATM,GNAS,BMPR1A,WT1,FANCA,MAP3K1,SETD2,BRCA1,ERCC5
DISEASES	DOID:3012	Li-Fraumeni syndrome	2	6	2.78	0.0012	9606.ENSP00000269305,9606.ENSP00000418960	TP53,BRCA1
DISEASES	DOID:345	Uterine disease	3	72	1.87	0.0012	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000368370	TP53,ATM,WT1
DISEASES	DOID:0110849	Xeroderma pigmentosum group G	2	10	2.55	0.0023	9606.ENSP00000491742,9606.ENSP00000498881	BIVM-ERCC5,ERCC5
DISEASES	DOID:305	Carcinoma	4	307	1.37	0.0023	9606.ENSP00000269305,9606.ENSP00000360141,9606.ENSP00000386759,9606.ENSP00000418960	TP53,GNAS,SETD2,BRCA1
DISEASES	DOID:2154	Nephroblastoma	2	12	2.47	0.0030	9606.ENSP00000269305,9606.ENSP00000368370	TP53,WT1
DISEASES	DOID:8719	In situ carcinoma	2	13	2.44	0.0034	9606.ENSP00000269305,9606.ENSP00000418960	TP53,BRCA1
DISEASES	DOID:4001	Ovarian carcinoma	2	16	2.35	0.0046	9606.ENSP00000269305,9606.ENSP00000418960	TP53,BRCA1
DISEASES	DOID:1795	Tumor of exocrine pancreas	2	17	2.32	0.0049	9606.ENSP00000269305,9606.ENSP00000360141	TP53,GNAS
DISEASES	DOID:28	Endocrine system disease	4	398	1.26	0.0050	9606.ENSP00000269305,9606.ENSP00000360141,9606.ENSP00000382423,9606.ENSP00000418960	TP53,GNAS,MAP3K1,BRCA1
DISEASES	DOID:0060086	Female reproductive organ benign neoplasm	2	25	2.16	0.0089	9606.ENSP00000269305,9606.ENSP00000368370	TP53,WT1
DISEASES	DOID:13636	Fanconi anemia	2	25	2.16	0.0089	9606.ENSP00000373952,9606.ENSP00000418960	FANCA,BRCA1
DISEASES	DOID:193	Reproductive organ cancer	3	167	1.51	0.0089	9606.ENSP00000269305,9606.ENSP00000368370,9606.ENSP00000418960	TP53,WT1,BRCA1
DISEASES	DOID:2277	Gonadal disease	3	186	1.46	0.0111	9606.ENSP00000269305,9606.ENSP00000382423,9606.ENSP00000418960	TP53,MAP3K1,BRCA1
DISEASES	DOID:0050737	Autosomal recessive disease	6	1785	0.78	0.0137	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000360141,9606.ENSP00000373952,9606.ENSP00000491742,9606.ENSP00000498881	TP53,ATM,GNAS,FANCA,BIVM-ERCC5,ERCC5
DISEASES	DOID:5295	Intestinal disease	3	216	1.4	0.0162	9606.ENSP00000269305,9606.ENSP00000360141,9606.ENSP00000361107	TP53,GNAS,BMPR1A
DISEASES	DOID:77	Gastrointestinal system disease	4	576	1.09	0.0162	9606.ENSP00000269305,9606.ENSP00000360141,9606.ENSP00000361107,9606.ENSP00000418960	TP53,GNAS,BMPR1A,BRCA1
DISEASES	DOID:11054	Urinary bladder cancer	2	38	1.97	0.0164	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
DISEASES	DOID:0060085	Organ system benign neoplasm	3	237	1.36	0.0200	9606.ENSP00000269305,9606.ENSP00000360141,9606.ENSP00000368370	TP53,GNAS,WT1
DISEASES	DOID:1909	Melanoma	2	46	1.89	0.0226	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
DISEASES	DOID:9553	Adrenal gland disease	2	46	1.89	0.0226	9606.ENSP00000269305,9606.ENSP00000360141	TP53,GNAS
DISEASES	DOID:10283	Prostate cancer	2	52	1.84	0.0274	9606.ENSP00000368370,9606.ENSP00000418960	WT1,BRCA1
DISEASES	DOID:0050736	Autosomal dominant disease	5	1386	0.81	0.0353	9606.ENSP00000269305,9606.ENSP00000360141,9606.ENSP00000361107,9606.ENSP00000368370,9606.ENSP00000418960	TP53,GNAS,BMPR1A,WT1,BRCA1
DISEASES	DOID:4159	Skin cancer	2	63	1.75	0.0359	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
DISEASES	DOID:1115	Sarcoma	2	73	1.69	0.0453	9606.ENSP00000269305,9606.ENSP00000368370	TP53,WT1
TISSUES	BTO:0001541	Pronephros	5	219	1.61	0.00019	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000368370,9606.ENSP00000373952,9606.ENSP00000418960	TP53,ATM,WT1,FANCA,BRCA1
TISSUES	BTO:0004483	Ovarian surface epithelium	2	3	3.08	0.0034	9606.ENSP00000269305,9606.ENSP00000418960	TP53,BRCA1
TISSUES	BTO:0001938	U2-OS cell	2	5	2.86	0.0036	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
TISSUES	BTO:0002072	Squamous epithelium	2	10	2.55	0.0090	9606.ENSP00000269305,9606.ENSP00000368370	TP53,WT1
TISSUES	BTO:0000174	Embryonic structure	7	2369	0.72	0.0197	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000360141,9606.ENSP00000361107,9606.ENSP00000368370,9606.ENSP00000373952,9606.ENSP00000418960	TP53,ATM,GNAS,BMPR1A,WT1,FANCA,BRCA1
TISSUES	BTO:0000356	Breast cancer cell line	2	35	2.01	0.0377	9606.ENSP00000269305,9606.ENSP00000418960	TP53,BRCA1
COMPARTMENTS	GOCC:1990391	DNA repair complex	4	53	2.13	4.70e-05	9606.ENSP00000278616,9606.ENSP00000418960,9606.ENSP00000491742,9606.ENSP00000498881	ATM,BRCA1,BIVM-ERCC5,ERCC5
COMPARTMENTS	GOCC:0005654	Nucleoplasm	6	1146	0.97	0.0162	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000368370,9606.ENSP00000373952,9606.ENSP00000386759,9606.ENSP00000418960	TP53,ATM,WT1,FANCA,SETD2,BRCA1
COMPARTMENTS	GOCC:0071942	XPC complex	2	10	2.55	0.0162	9606.ENSP00000491742,9606.ENSP00000498881	BIVM-ERCC5,ERCC5
COMPARTMENTS	GOCC:0030870	Mre11 complex	2	15	2.38	0.0221	9606.ENSP00000278616,9606.ENSP00000418960	ATM,BRCA1
COMPARTMENTS	GOCC:0070419	Nonhomologous end joining complex	2	16	2.35	0.0221	9606.ENSP00000278616,9606.ENSP00000418960	ATM,BRCA1
COMPARTMENTS	GOCC:0005634	Nucleus	9	4787	0.53	0.0328	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000360141,9606.ENSP00000368370,9606.ENSP00000373952,9606.ENSP00000386759,9606.ENSP00000418960,9606.ENSP00000491742,9606.ENSP00000498881	TP53,ATM,GNAS,WT1,FANCA,SETD2,BRCA1,BIVM-ERCC5,ERCC5
UniProt Keywords	KW-0043	Tumor suppressor	5	177	1.7	1.89e-05	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000368370,9606.ENSP00000386759,9606.ENSP00000418960	TP53,ATM,WT1,SETD2,BRCA1
UniProt Keywords	KW-0227	DNA damage	5	386	1.37	0.00042	9606.ENSP00000278616,9606.ENSP00000373952,9606.ENSP00000386759,9606.ENSP00000418960,9606.ENSP00000498881	ATM,FANCA,SETD2,BRCA1,ERCC5
UniProt Keywords	KW-0234	DNA repair	4	325	1.34	0.0051	9606.ENSP00000373952,9606.ENSP00000386759,9606.ENSP00000418960,9606.ENSP00000498881	FANCA,SETD2,BRCA1,ERCC5
UniProt Keywords	KW-0923	Fanconi anemia	2	21	2.23	0.0120	9606.ENSP00000373952,9606.ENSP00000418960	FANCA,BRCA1
UniProt Keywords	KW-0479	Metal-binding	8	3702	0.59	0.0201	9606.ENSP00000269305,9606.ENSP00000360141,9606.ENSP00000361107,9606.ENSP00000368370,9606.ENSP00000382423,9606.ENSP00000386759,9606.ENSP00000418960,9606.ENSP00000498881	TP53,GNAS,BMPR1A,WT1,MAP3K1,SETD2,BRCA1,ERCC5
UniProt Keywords	KW-0460	Magnesium	4	578	1.09	0.0236	9606.ENSP00000360141,9606.ENSP00000361107,9606.ENSP00000382423,9606.ENSP00000498881	GNAS,BMPR1A,MAP3K1,ERCC5
InterPro	IPR001044	XPG/Rad2 endonuclease, eukaryotes	2	2	3.25	0.0122	9606.ENSP00000491742,9606.ENSP00000498881	BIVM-ERCC5,ERCC5
InterPro	IPR006084	XPG/Rad2 endonuclease	2	5	2.86	0.0152	9606.ENSP00000491742,9606.ENSP00000498881	BIVM-ERCC5,ERCC5
InterPro	IPR006085	XPG, N-terminal	2	6	2.78	0.0152	9606.ENSP00000491742,9606.ENSP00000498881	BIVM-ERCC5,ERCC5
InterPro	IPR006086	XPG-I domain	2	5	2.86	0.0152	9606.ENSP00000491742,9606.ENSP00000498881	BIVM-ERCC5,ERCC5
InterPro	IPR008918	Helix-hairpin-helix motif, class 2	2	5	2.86	0.0152	9606.ENSP00000491742,9606.ENSP00000498881	BIVM-ERCC5,ERCC5
InterPro	IPR019974	XPG conserved site	2	4	2.95	0.0152	9606.ENSP00000491742,9606.ENSP00000498881	BIVM-ERCC5,ERCC5
InterPro	IPR036279	5-3 exonuclease, C-terminal domain superfamily	2	5	2.86	0.0152	9606.ENSP00000491742,9606.ENSP00000498881	BIVM-ERCC5,ERCC5
InterPro	IPR029060	PIN-like domain superfamily	2	14	2.41	0.0304	9606.ENSP00000491742,9606.ENSP00000498881	BIVM-ERCC5,ERCC5
SMART	SM00279	Helix-hairpin-helix class 2 (Pol1 family) motifs	2	5	2.86	0.0049	9606.ENSP00000491742,9606.ENSP00000498881	BIVM-ERCC5,ERCC5
SMART	SM00484	Xeroderma pigmentosum G I-region	2	5	2.86	0.0049	9606.ENSP00000491742,9606.ENSP00000498881	BIVM-ERCC5,ERCC5
SMART	SM00485	Xeroderma pigmentosum G N-region	2	5	2.86	0.0049	9606.ENSP00000491742,9606.ENSP00000498881	BIVM-ERCC5,ERCC5
