#category	term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO Process	GO:0035825	Homologous recombination	5	63	2.11	5.13e-06	9606.ENSP00000260947,9606.ENSP00000278616,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000418960	BARD1,ATM,FANCD2,ERCC4,BRCA1
Monarch	HP:0009804	Tooth agenesis	3	273	1.26	0.0162	9606.ENSP00000257430,9606.ENSP00000277120,9606.ENSP00000310520	APC,NTRK2,ERCC4
Monarch	HP:0030012	Abnormal female reproductive system physiology	3	273	1.26	0.0162	9606.ENSP00000278616,9606.ENSP00000310520,9606.ENSP00000382423	ATM,ERCC4,MAP3K1
Monarch	HP:0000815	Hypergonadotropic hypogonadism	2	56	1.77	0.0163	9606.ENSP00000287647,9606.ENSP00000382423	FANCD2,MAP3K1
Monarch	HP:0009381	Short finger	3	281	1.24	0.0173	9606.ENSP00000257430,9606.ENSP00000287647,9606.ENSP00000369497	APC,FANCD2,BRCA2
Monarch	HP:0000444	Convex nasal ridge	2	60	1.74	0.0184	9606.ENSP00000257430,9606.ENSP00000310520	APC,ERCC4
Monarch	HP:0000365	Hearing impairment	5	1288	0.8	0.0188	9606.ENSP00000257430,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000418960	APC,FANCD2,ERCC4,BRCA2,BRCA1
Monarch	HP:0006483	Abnormal number of teeth	3	296	1.22	0.0200	9606.ENSP00000257430,9606.ENSP00000277120,9606.ENSP00000310520	APC,NTRK2,ERCC4
Monarch	HP:0002039	Anorexia	2	63	1.72	0.0201	9606.ENSP00000257430,9606.ENSP00000278616	APC,ATM
Monarch	EFO:0004842	Eosinophil count	4	734	0.95	0.0219	9606.ENSP00000278616,9606.ENSP00000386593,9606.ENSP00000414150,9606.ENSP00000418960	ATM,PBRM1,ERG,BRCA1
Monarch	HP:0002589	Gastrointestinal atresia	2	68	1.68	0.0230	9606.ENSP00000287647,9606.ENSP00000310520	FANCD2,ERCC4
Monarch	EFO:0004324	Body weights and measures	8	4122	0.5	0.0231	9606.ENSP00000257430,9606.ENSP00000277120,9606.ENSP00000287647,9606.ENSP00000302486,9606.ENSP00000382423,9606.ENSP00000386593,9606.ENSP00000414150,9606.ENSP00000418960	APC,NTRK2,FANCD2,MAP2K1,MAP3K1,PBRM1,ERG,BRCA1
Monarch	HP:0002167	Neurological speech impairment	5	1354	0.78	0.0232	9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000302486,9606.ENSP00000310520,9606.ENSP00000418960	NTRK2,ATM,MAP2K1,ERCC4,BRCA1
Monarch	HP:0031704	Abnormal ear physiology	5	1362	0.78	0.0238	9606.ENSP00000257430,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000418960	APC,FANCD2,ERCC4,BRCA2,BRCA1
Monarch	HP:0002653	Bone pain	2	73	1.65	0.0261	9606.ENSP00000257430,9606.ENSP00000302486	APC,MAP2K1
Monarch	HP:0012440	Abnormal biliary tract morphology	2	77	1.63	0.0289	9606.ENSP00000257430,9606.ENSP00000310520	APC,ERCC4
Monarch	HP:0011001	Increased bone mineral density	2	79	1.62	0.0303	9606.ENSP00000302486,9606.ENSP00000310520	MAP2K1,ERCC4
Monarch	HP:0011458	Abdominal symptom	5	1448	0.75	0.0310	9606.ENSP00000257430,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000302486,9606.ENSP00000310520	APC,NTRK2,ATM,MAP2K1,ERCC4
Monarch	HP:0010938	Abnormal external nose morphology	4	816	0.91	0.0316	9606.ENSP00000257430,9606.ENSP00000302486,9606.ENSP00000310520,9606.ENSP00000418960	APC,MAP2K1,ERCC4,BRCA1
Monarch	HP:0000164	Abnormality of the dentition	4	821	0.9	0.0322	9606.ENSP00000257430,9606.ENSP00000277120,9606.ENSP00000310520,9606.ENSP00000418960	APC,NTRK2,ERCC4,BRCA1
Monarch	HP:0001376	Limitation of joint mobility	3	356	1.14	0.0326	9606.ENSP00000257430,9606.ENSP00000302486,9606.ENSP00000310520	APC,MAP2K1,ERCC4
Monarch	HP:0001541	Ascites	2	86	1.58	0.0352	9606.ENSP00000257430,9606.ENSP00000310520	APC,ERCC4
Monarch	HP:0100538	Abnormality of the supraorbital ridges	2	87	1.58	0.0359	9606.ENSP00000302486,9606.ENSP00000310520	MAP2K1,ERCC4
Monarch	HP:0001251	Ataxia	4	854	0.89	0.0370	9606.ENSP00000257430,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000310520	APC,NTRK2,ATM,ERCC4
Monarch	HP:0008736	Hypoplasia of penis	3	387	1.1	0.0409	9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000382423	FANCD2,ERCC4,MAP3K1
Monarch	HP:0001080	Biliary tract abnormality	2	96	1.53	0.0431	9606.ENSP00000257430,9606.ENSP00000310520	APC,ERCC4
Monarch	HP:0025142	Constitutional symptom	4	906	0.86	0.0456	9606.ENSP00000257430,9606.ENSP00000278616,9606.ENSP00000302486,9606.ENSP00000310520	APC,ATM,MAP2K1,ERCC4
DISEASES	DOID:0050686	Organ system cancer	10	757	1.34	2.12e-09	9606.ENSP00000257430,9606.ENSP00000260947,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000302486,9606.ENSP00000369497,9606.ENSP00000382423,9606.ENSP00000386593,9606.ENSP00000414150,9606.ENSP00000418960	APC,BARD1,NTRK2,ATM,MAP2K1,BRCA2,MAP3K1,PBRM1,ERG,BRCA1
DISEASES	DOID:1612	Breast cancer	5	62	2.12	3.48e-07	9606.ENSP00000260947,9606.ENSP00000278616,9606.ENSP00000369497,9606.ENSP00000382423,9606.ENSP00000418960	BARD1,ATM,BRCA2,MAP3K1,BRCA1
DISEASES	DOID:13636	Fanconi anemia	4	25	2.42	1.22e-06	9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000418960	FANCD2,ERCC4,BRCA2,BRCA1
DISEASES	DOID:5683	Hereditary breast ovarian cancer syndrome	3	7	2.85	1.05e-05	9606.ENSP00000260947,9606.ENSP00000369497,9606.ENSP00000418960	BARD1,BRCA2,BRCA1
DISEASES	DOID:7	Disease of anatomical entity	12	4798	0.61	2.03e-05	9606.ENSP00000257430,9606.ENSP00000260947,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000287647,9606.ENSP00000302486,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000382423,9606.ENSP00000386593,9606.ENSP00000414150,9606.ENSP00000418960	APC,BARD1,NTRK2,ATM,FANCD2,MAP2K1,ERCC4,BRCA2,MAP3K1,PBRM1,ERG,BRCA1
DISEASES	DOID:15	Reproductive system disease	5	317	1.41	0.00029	9606.ENSP00000260947,9606.ENSP00000278616,9606.ENSP00000369497,9606.ENSP00000414150,9606.ENSP00000418960	BARD1,ATM,BRCA2,ERG,BRCA1
DISEASES	DOID:3459	Breast carcinoma	3	29	2.23	0.00029	9606.ENSP00000369497,9606.ENSP00000382423,9606.ENSP00000418960	BRCA2,MAP3K1,BRCA1
DISEASES	DOID:193	Reproductive organ cancer	4	167	1.59	0.00057	9606.ENSP00000260947,9606.ENSP00000369497,9606.ENSP00000414150,9606.ENSP00000418960	BARD1,BRCA2,ERG,BRCA1
DISEASES	DOID:28	Endocrine system disease	5	398	1.31	0.00057	9606.ENSP00000257430,9606.ENSP00000260947,9606.ENSP00000369497,9606.ENSP00000382423,9606.ENSP00000418960	APC,BARD1,BRCA2,MAP3K1,BRCA1
DISEASES	DOID:3119	Gastrointestinal system cancer	4	161	1.61	0.00057	9606.ENSP00000257430,9606.ENSP00000369497,9606.ENSP00000386593,9606.ENSP00000418960	APC,BRCA2,PBRM1,BRCA1
DISEASES	DOID:4947	Cholangiocarcinoma	3	40	2.09	0.00057	9606.ENSP00000369497,9606.ENSP00000386593,9606.ENSP00000418960	BRCA2,PBRM1,BRCA1
DISEASES	DOID:0111089	Fanconi anemia complementation group D1	2	3	3.04	0.00065	9606.ENSP00000287647,9606.ENSP00000369497	FANCD2,BRCA2
DISEASES	DOID:1791	Peritoneal carcinoma	2	3	3.04	0.00065	9606.ENSP00000369497,9606.ENSP00000418960	BRCA2,BRCA1
DISEASES	DOID:2277	Gonadal disease	4	186	1.55	0.00066	9606.ENSP00000260947,9606.ENSP00000369497,9606.ENSP00000382423,9606.ENSP00000418960	BARD1,BRCA2,MAP3K1,BRCA1
DISEASES	DOID:0050687	Cell type cancer	5	451	1.26	0.00072	9606.ENSP00000278616,9606.ENSP00000369497,9606.ENSP00000386593,9606.ENSP00000414150,9606.ENSP00000418960	ATM,BRCA2,PBRM1,ERG,BRCA1
DISEASES	DOID:10283	Prostate cancer	3	52	1.98	0.00072	9606.ENSP00000369497,9606.ENSP00000414150,9606.ENSP00000418960	BRCA2,ERG,BRCA1
DISEASES	DOID:229	Female reproductive system disease	4	192	1.53	0.00072	9606.ENSP00000260947,9606.ENSP00000278616,9606.ENSP00000369497,9606.ENSP00000418960	BARD1,ATM,BRCA2,BRCA1
DISEASES	DOID:2394	Ovarian cancer	3	55	1.95	0.00073	9606.ENSP00000260947,9606.ENSP00000369497,9606.ENSP00000418960	BARD1,BRCA2,BRCA1
DISEASES	DOID:8029	Sporadic breast cancer	2	4	2.91	0.00073	9606.ENSP00000369497,9606.ENSP00000418960	BRCA2,BRCA1
DISEASES	DOID:1614	Male breast cancer	2	5	2.82	0.00096	9606.ENSP00000369497,9606.ENSP00000418960	BRCA2,BRCA1
DISEASES	DOID:3114	Serous cystadenocarcinoma	2	5	2.82	0.00096	9606.ENSP00000369497,9606.ENSP00000418960	BRCA2,BRCA1
DISEASES	DOID:6741	Bilateral breast cancer	2	5	2.82	0.00096	9606.ENSP00000369497,9606.ENSP00000418960	BRCA2,BRCA1
DISEASES	DOID:8791	Breast carcinoma in situ	2	5	2.82	0.00096	9606.ENSP00000369497,9606.ENSP00000418960	BRCA2,BRCA1
DISEASES	DOID:0050671	Female breast cancer	2	6	2.74	0.0011	9606.ENSP00000369497,9606.ENSP00000418960	BRCA2,BRCA1
DISEASES	DOID:1963	Fallopian tube carcinoma	2	6	2.74	0.0011	9606.ENSP00000369497,9606.ENSP00000418960	BRCA2,BRCA1
DISEASES	DOID:3012	Li-Fraumeni syndrome	2	6	2.74	0.0011	9606.ENSP00000369497,9606.ENSP00000418960	BRCA2,BRCA1
DISEASES	DOID:2571	Langerhans-cell histiocytosis	2	9	2.56	0.0017	9606.ENSP00000302486,9606.ENSP00000382423	MAP2K1,MAP3K1
DISEASES	DOID:225	Syndrome	6	1214	0.91	0.0031	9606.ENSP00000260947,9606.ENSP00000278616,9606.ENSP00000302486,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000418960	BARD1,ATM,MAP2K1,ERCC4,BRCA2,BRCA1
DISEASES	DOID:0080015	Physical disorder	5	722	1.06	0.0035	9606.ENSP00000277120,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000418960	NTRK2,FANCD2,ERCC4,BRCA2,BRCA1
DISEASES	DOID:3883	Lynch syndrome	2	15	2.34	0.0036	9606.ENSP00000369497,9606.ENSP00000418960	BRCA2,BRCA1
DISEASES	DOID:0050739	Autosomal genetic disease	8	2802	0.67	0.0038	9606.ENSP00000257430,9606.ENSP00000260947,9606.ENSP00000278616,9606.ENSP00000287647,9606.ENSP00000302486,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000418960	APC,BARD1,ATM,FANCD2,MAP2K1,ERCC4,BRCA2,BRCA1
DISEASES	DOID:4001	Ovarian carcinoma	2	16	2.31	0.0039	9606.ENSP00000369497,9606.ENSP00000418960	BRCA2,BRCA1
DISEASES	DOID:9256	Colorectal cancer	2	32	2.01	0.0126	9606.ENSP00000257430,9606.ENSP00000369497	APC,BRCA2
DISEASES	DOID:1324	Lung cancer	2	64	1.71	0.0443	9606.ENSP00000302486,9606.ENSP00000369497	MAP2K1,BRCA2
TISSUES	BTO:0000180	Cervical carcinoma cell	5	322	1.41	0.0021	9606.ENSP00000278616,9606.ENSP00000287647,9606.ENSP00000302486,9606.ENSP00000369497,9606.ENSP00000418960	ATM,FANCD2,MAP2K1,BRCA2,BRCA1
TISSUES	BTO:0001541	Pronephros	4	219	1.48	0.0089	9606.ENSP00000278616,9606.ENSP00000287647,9606.ENSP00000369497,9606.ENSP00000418960	ATM,FANCD2,BRCA2,BRCA1
COMPARTMENTS	GOCC:1990391	DNA repair complex	5	53	2.19	3.32e-07	9606.ENSP00000278616,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000418960	ATM,FANCD2,ERCC4,BRCA2,BRCA1
COMPARTMENTS	GOCC:0070533	BRCA1-C complex	3	7	2.85	2.37e-05	9606.ENSP00000260947,9606.ENSP00000369497,9606.ENSP00000418960	BARD1,BRCA2,BRCA1
COMPARTMENTS	GOCC:0030870	Mre11 complex	3	15	2.52	0.00011	9606.ENSP00000278616,9606.ENSP00000369497,9606.ENSP00000418960	ATM,BRCA2,BRCA1
COMPARTMENTS	GOCC:0070419	Nonhomologous end joining complex	3	16	2.49	0.00011	9606.ENSP00000278616,9606.ENSP00000369497,9606.ENSP00000418960	ATM,BRCA2,BRCA1
COMPARTMENTS	GOCC:0000152	Nuclear ubiquitin ligase complex	3	60	1.91	0.0023	9606.ENSP00000260947,9606.ENSP00000369497,9606.ENSP00000418960	BARD1,BRCA2,BRCA1
COMPARTMENTS	GOCC:0031436	BRCA1-BARD1 complex	2	4	2.91	0.0023	9606.ENSP00000260947,9606.ENSP00000418960	BARD1,BRCA1
COMPARTMENTS	GOCC:0070532	BRCA1-B complex	2	4	2.91	0.0023	9606.ENSP00000260947,9606.ENSP00000418960	BARD1,BRCA1
COMPARTMENTS	GOCC:0070531	BRCA1-A complex	2	7	2.67	0.0035	9606.ENSP00000260947,9606.ENSP00000418960	BARD1,BRCA1
COMPARTMENTS	GOCC:0005634	Nucleus	10	4787	0.54	0.0068	9606.ENSP00000257430,9606.ENSP00000260947,9606.ENSP00000278616,9606.ENSP00000287647,9606.ENSP00000302486,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000386593,9606.ENSP00000414150,9606.ENSP00000418960	APC,BARD1,ATM,FANCD2,MAP2K1,ERCC4,BRCA2,PBRM1,ERG,BRCA1
COMPARTMENTS	GOCC:0005654	Nucleoplasm	6	1146	0.93	0.0068	9606.ENSP00000260947,9606.ENSP00000278616,9606.ENSP00000287647,9606.ENSP00000369497,9606.ENSP00000386593,9606.ENSP00000418960	BARD1,ATM,FANCD2,BRCA2,PBRM1,BRCA1
COMPARTMENTS	GOCC:0000800	Lateral element	2	13	2.4	0.0074	9606.ENSP00000369497,9606.ENSP00000418960	BRCA2,BRCA1
COMPARTMENTS	GOCC:0032991	Protein-containing complex	10	5325	0.49	0.0151	9606.ENSP00000257430,9606.ENSP00000260947,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000386593,9606.ENSP00000414150,9606.ENSP00000418960	APC,BARD1,NTRK2,ATM,FANCD2,ERCC4,BRCA2,PBRM1,ERG,BRCA1
COMPARTMENTS	GOCC:0005694	Chromosome	5	951	0.94	0.0280	9606.ENSP00000257430,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000386593,9606.ENSP00000418960	APC,ERCC4,BRCA2,PBRM1,BRCA1
COMPARTMENTS	GOCC:0043232	Intracellular non-membrane-bounded organelle	8	3309	0.6	0.0280	9606.ENSP00000257430,9606.ENSP00000260947,9606.ENSP00000278616,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000386593,9606.ENSP00000418960	APC,BARD1,ATM,FANCD2,ERCC4,BRCA2,PBRM1,BRCA1
COMPARTMENTS	GOCC:0000793	Condensed chromosome	3	205	1.38	0.0304	9606.ENSP00000257430,9606.ENSP00000369497,9606.ENSP00000418960	APC,BRCA2,BRCA1
COMPARTMENTS	GOCC:1902494	Catalytic complex	6	1710	0.76	0.0305	9606.ENSP00000257430,9606.ENSP00000260947,9606.ENSP00000278616,9606.ENSP00000369497,9606.ENSP00000386593,9606.ENSP00000418960	APC,BARD1,ATM,BRCA2,PBRM1,BRCA1
COMPARTMENTS	GOCC:0098687	Chromosomal region	3	227	1.34	0.0367	9606.ENSP00000257430,9606.ENSP00000310520,9606.ENSP00000369497	APC,ERCC4,BRCA2
COMPARTMENTS	GOCC:0005815	Microtubule organizing center	4	607	1.03	0.0407	9606.ENSP00000257430,9606.ENSP00000278616,9606.ENSP00000369497,9606.ENSP00000418960	APC,ATM,BRCA2,BRCA1
UniProt Keywords	KW-0923	Fanconi anemia	4	21	2.5	6.65e-07	9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000418960	FANCD2,ERCC4,BRCA2,BRCA1
UniProt Keywords	KW-0043	Tumor suppressor	5	177	1.67	1.60e-05	9606.ENSP00000257430,9606.ENSP00000278616,9606.ENSP00000369497,9606.ENSP00000386593,9606.ENSP00000418960	APC,ATM,BRCA2,PBRM1,BRCA1
UniProt Keywords	KW-0227	DNA damage	6	386	1.41	1.60e-05	9606.ENSP00000260947,9606.ENSP00000278616,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000418960	BARD1,ATM,FANCD2,ERCC4,BRCA2,BRCA1
UniProt Keywords	KW-0234	DNA repair	5	325	1.4	0.00015	9606.ENSP00000260947,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000418960	BARD1,FANCD2,ERCC4,BRCA2,BRCA1
UniProt Keywords	KW-0832	Ubl conjugation	8	2399	0.74	0.0021	9606.ENSP00000257430,9606.ENSP00000260947,9606.ENSP00000277120,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000386593,9606.ENSP00000414150,9606.ENSP00000418960	APC,BARD1,NTRK2,ERCC4,BRCA2,PBRM1,ERG,BRCA1
UniProt Keywords	KW-0597	Phosphoprotein	12	8122	0.38	0.0027	9606.ENSP00000257430,9606.ENSP00000260947,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000287647,9606.ENSP00000302486,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000382423,9606.ENSP00000386593,9606.ENSP00000414150,9606.ENSP00000418960	APC,BARD1,NTRK2,ATM,FANCD2,MAP2K1,ERCC4,BRCA2,MAP3K1,PBRM1,ERG,BRCA1
UniProt Keywords	KW-1017	Isopeptide bond	6	1717	0.76	0.0247	9606.ENSP00000260947,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000386593,9606.ENSP00000414150,9606.ENSP00000418960	BARD1,FANCD2,ERCC4,PBRM1,ERG,BRCA1
UniProt Keywords	KW-0808	Transferase	6	1820	0.73	0.0298	9606.ENSP00000260947,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000302486,9606.ENSP00000382423,9606.ENSP00000418960	BARD1,NTRK2,ATM,MAP2K1,MAP3K1,BRCA1
UniProt Keywords	KW-0131	Cell cycle	4	651	1.0	0.0327	9606.ENSP00000278616,9606.ENSP00000287647,9606.ENSP00000369497,9606.ENSP00000418960	ATM,FANCD2,BRCA2,BRCA1
UniProt Keywords	KW-0418	Kinase	4	634	1.02	0.0327	9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000302486,9606.ENSP00000382423	NTRK2,ATM,MAP2K1,MAP3K1
UniProt Keywords	KW-0238	DNA-binding	6	1971	0.7	0.0334	9606.ENSP00000278616,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000386593,9606.ENSP00000414150,9606.ENSP00000418960	ATM,ERCC4,BRCA2,PBRM1,ERG,BRCA1
UniProt Keywords	KW-0539	Nucleus	9	5278	0.45	0.0386	9606.ENSP00000260947,9606.ENSP00000278616,9606.ENSP00000287647,9606.ENSP00000302486,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000386593,9606.ENSP00000414150,9606.ENSP00000418960	BARD1,ATM,FANCD2,MAP2K1,ERCC4,BRCA2,PBRM1,ERG,BRCA1
